uniqueID,drugName,condition,review,rating,date,usefulCount
225792,Bupropion,Depression,"""This is my second time to take it. I took 150mg ten years ago when had depression and since it worked for me before, the doctor prescribed it again. I&#039;ve been on it for two weeks. The first week took 150 mg. Then doubled the dose to 300mg per doctor&#039;s instructions. I could feel the space between my ears the first day doubled and couldn&#039;t focus. Then my anxiety went off the chart for four days, panic attacks, crying, nightmares. Doctor put me back on 150mg. It&#039;s only been one day on lower does, the anxiety is now gone and I&#039;m starting to feel much better. It doesn&#039;t make me lose my appetite very much, it does increase my libido, and it does get rid of the depression but it takes three, up to four weeks for it to fully work. Doesn&#039;t help my ADHD.""",10,15-Jun-11,2
225082,Bupropion,Depression,"""I have struggled with depression and anxiety for some time, now. I was initially worried that the stimulating effects would exacerbate my anxiety, and it did--but only temporarily. Wellbutrin XL 300mg has been the ONLY antidepressant that has worked. I take it in combination with Effexor XR 75mg. I was taken off Wellbutrin in an attempt to switch to Effexor only, but it became quickly apparent that Wellbutrin controlled most of the depressive symptoms. I stopped it for 2 months--both of which were awful. Within a week of resuming Wellbutrin, my depression began to lift. I still have bad days, of course, but the effects of Wellbutrin make me more energized and ready to take on the world.""",9,7-Apr-16,46
225953,Bupropion,Depression,"""This is the only medicine that worked for me in the last 12 years but after 3 months of feeling normal again it stopped working. The side effects that bothered me most were dry mouth and headaches. Tried it a second time and had severe headaches that nothing would relieve.""",9,9-Jun-09,29
63979,Sertraline,Depression,"""I have been on 50mg of Sertraline for almost 4 weeks now for anxiety, not depression. The last two weeks have been hell. I am having horrible side effects; worse anxiety, heart palpitations, light weight gain, insomnia, no sex drive, EXCESSIVE sweating (palms, face, and feet), numbness in my hands, bad negative thoughts about dying (never had this before) and pain in my neck. I have decided today that I am going to stop taking this, I feel worse taking this than I did before. The only reason I started taking this was because of my breathing. This is my story, although it doesn&#039;t work for me, it may work for someone else.""",1,22-Jun-17,7
225824,Bupropion,Depression,"""I started this medication about a year ago. Since then my outlook has generally been more positive. I&#039;m not as irritable but still a little. Things seem more hopeful and I only get the occasional blues. One word of advice however, is do not STOP taking it instantly, no matter what. Don&#039;t forget to take it or miss doses. I had a period where I stopped taking it because I forgot and I just didn&#039;t want to, I said &quot;I&#039;ll start it tomorrow, I already missed my normal dose time&quot;. But just 2 days after I started getting odd behavior and about a week and a half in. I felt paranoid as if I was being watched, I saw things, I was nervous, I would smell things and everything felt very strange. But all in all good medicine. """,9,2-Sep-11,2
225892,Bupropion,Depression,"""I have taken Paxil, Effexor and Lexapro.  These drugs helped but left me feeling like a zombie, had sexual side effects, and extreme night sweats.  Because, of these side effects I always went of the prescription after a year or less.  When I went off Effexor I was energetic, worked out and felt great. I thought if I could just maintain working out I would be okay.  Well I slowly quit working out and got angrier and angrier.  I tried to fight it for 3 years before I couldn&#039;t take it any more.  This time the doctor put me on 150 mg Wellbutrin XL.  I started feeling better within a couple of days. I did experience bad headaches and had a upset stomach for the first month.  It was worth it. I have no side effects and feel 100% normal.""",10,23-May-10,62
225851,Bupropion,Depression,"""I LOVED Wellbutrin....until I had a seizure.  I had the seizure within two days of upping the dosage from 150mg to 300 mg.  Saw a neurologist.  Ran the tests and the seizure was attributed to Wellbutrin.  It lowered the seizure threshold.  I wish it hadn&#039;t because for the first time in years I had so much energy.""",2,13-Jul-10,40
64514,Sertraline,Depression,"""Took 8 weeks to improve depression minimal side effects""",7,18-May-16,14
224764,Bupropion,Depression,"""I finally decided to deal with my inability to focus and concentrate on important daily activities. Although never medically diagnosed with any disorder I would describe myself as having ADD and it&#039;s led to not being able to stick with anything for extended  because I would get bored, or easily distracted by other opportunities, or simply unable to complete anything fully. So you can imagine how all this would impact relationships, work, and just life in general.  So far, it&#039;s been great. I now feel motivated to complete activities. I am more focused and able to suppress distractions and prioritize better. I think it&#039;s a good medication. May not work for all as I imagine each person is different. But it&#039;s definitely working for me.""",9,20-Aug-17,30
64033,Sertraline,Depression,"""Well I think that it has help with my anger. however not really my depression. People say I&#039;m a lot better but I&#039;m still down inside. 
Don&#039;t really know if there is a real cure for depression.""",6,17-Feb-17,31
226052,Bupropion,Depression,"""I recently switched from Wellbutrin XL to the generic form Budeprion XL to save money. After several weeks I realized the medication wasn&#039;t working like Wellbutrin XL. I&#039;m all for generics usually, but in this case, the generic drug doesn&#039;t work.""",1,16-Nov-08,33
95778,Sertraline,Depression,"""I took Zoloft for a year and a half when I was younger. It lifted a very dark cloud and got me through a bad situation until the year was over and I could change situations. It put an extra 10 pounds on me even though I was extremely athletic. More recently I tried going on it again ten years later and it didn&#039;t work. I&#039;ve heard that happening with this medicine before, it works once but may not work if you go on it a second time. So I credit it with helping me once but not something I could return to.""",7,29-Aug-14,19
64684,Sertraline,Depression,"""On Zolft 25 mg / day and my anxiety attacks have stopped. I haven&#039;t woken up depressed (used to wake up depressed and stay in bed) or had suicidal thoughts (had suicidal thoughts almost daily.)  It&#039;s like this medicine has filled in the blanks for me. I don&#039;t feel high or euphoric or excited or anything other than what I think normal must feel like. It&#039;s quite a change from what I was used to, nonstop anxiety, depression and I was always thinking about suicide but all that has stopped and is a thing of the past. I can&#039;t even believe I was feeling like that. I now know that something was wrong with my brain and this medicine has fixed it for me. I am so happy to wake up not feeling sad.""",10,31-Dec-15,131
224857,Bupropion,Depression,"""I went through a very rough patch and initially started on Lexapro, mostly for anxiety. It made me have no strong feelings, good or bad. I needed that for a while but got concerned about not caring about much of anything. That&#039;s when I weaned myself off of that. Not too long later I realized I still had issues that needed dealt with. My doctor suggested trying wellbutrin instead as it targets different chemicals in the brain. It has made a huge difference for me in dealing with persistent depression. For the first week or two I had night sweats and very vivid nightmares along with a loss of appetite. I&#039;ve been on 150mg twice daily for about a year now and and makes me feel as close to normal as I&#039;ve felt in a while.""",9,12-Dec-16,57
225850,Bupropion,Depression,"""Feel relaxed, helps me stay asleep.""",9,19-Jul-10,15
225388,Bupropion,Depression,"""I have been on Bupropion xl 150 mg for 3 months. The major side effect is my sex drive has diminished and my erections are non-erections. I get a little hard and then during sex I go soft. I am calling my Dr today. It did help with the depression but, I&#039;d rather be depressed then lose my sex drive.""",1,27-Jul-15,6
64039,Sertraline,Depression,"""I have taken sertraline for some 15 years now for depression caused by hysterectomy...had never had depression prior to this surgery.  At any rate I began at 50mg and never had any difficulties with this medication and I am very sensitive to medications.  My depression lifted completely within 3 weeks of my start.  I have attempted remove myself from the sertraline with my doctor&#039;s okay...however within a month my husband recognizes my depression and when I am alerted to it I realize I have become very depressed, not happy, find nothing to be good in my life...so I went back on it at 25mg a day and that has worked very well.  I believe my brain chemistry changed after my surgery...it is what it is and I am glad this med. is available.""",10,14-Feb-17,26
64592,Sertraline,Depression,"""I have been on Venlafaxine up to 225 mg a day!-for almost 15 years..In July 2015 I began feeling very low and having great episodes of anxiety-I had a panic attack for the very first time in my life and bagan to realise the medication was no longer effective- I was referred to a Specialist depression drug consultant-I described my lack of energy and low mood -He thought I would benefit from introducing 50mg alongside the 150mg of Venlafaxine-So this is what I did- and felt wonderful-Until My GP said I Should taper the Venlafaxine off-I am now taking only the Sertraline 50mg-I am like a zombie- all I want to do is sleep-I crashed my car (15 years no claims) and have zero motivation-I will give it until the end of January and re consult the GP""",3,19-Jan-16,7
96327,Sertraline,Depression,"""I went on Zoloft, 50mg, in December 2009.  About a month later I pushed it up to 100mg.  It has definitely helped my mood and also seems to help me to lose weight (which is a most wonderful thing for me). I also take lamotrogine.

I have been experiencing a clenched jaw and stiff shoulders though, but when I asked my psychiatrist about that today,  she said she had not heard of that happening with Zoloft before.

I don&#039;t sleep well,  but I have always been an insomniac.  My psychiatrist told me that Zoloft will not help me to sleep. """,9,28-Apr-10,24
224946,Bupropion,Depression,"""I&#039;ve been battling depression for quite a while now. It all started after a cancer diagnosis. I&#039;m currently a survivor but feel extremely depressed after my long time boyfriend left me. I feel extremely lonely without him and couldn&#039;t cope with life. I would think about suicide day and night so I realized I needed help and decided to take Wellbutrin. Good thing is that it gave me lots of energy and was able to focus better but the downside was that I couldn&#039;t sleep. I&#039;m looking for another medication now.""",5,17-Aug-16,23
225575,Bupropion,Depression,"""I started Wellbutrin SR just last week. I feel 90% better already. Previously I was taking Zoloft and after a year and a half I felt sluggish, tired, hopeless, and just plain blah. I now don&#039;t have constant worrying, it helps withy OCD, and the things that bothered me before have just become basically no big deal to me. I happier, I focus much better? And my spirits are brighter than they have been in months!!!""",9,30-Jan-14,137
225183,Bupropion,Depression,"""I started taking this a week ago I think, I never wanted to use meds but I&#039;m in the middle of a major depressive episode that began around mid-late October. I&#039;m a single mom of a 4 year old. I feel like she takes more care of me then I can her sometimes and that makes me feel awful. I decided to ask my for my doctor to do something because I figured nothing could feel worse. Day 1 I had a lot of energy, days 2-4 I was very anxious and irrate over nothing. That has now passed but I still don&#039;t feel better, not really. I don&#039;t feel overwhelmed with the feeling of wanting to die, so I guess that&#039;s good but I still feel it. I&#039;m not suicidal though, I have been in years. I just don&#039;t want to move out of my bed clean the house or do anything really.""",7,23-Dec-15,27
224968,Bupropion,Depression,"""DO NOT MISS A DOSE IF YOU TAKE THIS MEDICATION! I literally forgot to take one pill this afternoon of my Wellbutrin and now I feel absolutely MISERABLE. I have been crying for the past four hours nonstop, feel so much grief and self hatred, and am having suicidal thoughts. I&#039;ve never been this bad before and I attribute it to missing one pill. I&#039;m really scared of how missing just one pill has so much of an effect on me.""",6,6-Dec-16,41
225595,Bupropion,Depression,"""I was on Lexapro, Effexor and Cymbalta to treat my depression. All of these meds affect sexual drive and cause a gain weight (20-30 pounds). I also had a hair loss on Lexapro, muscle pain on Effexor. My doctor gave me Wellbutrin brand samples for 2 weeks-150mg a day. Wow, I started to feel a difference on the second day, my mood was excellent, I had a lot of energy, I could feel a joy from little things. The only side effects were: constipation and no appetite at all. """,9,23-Sep-13,84
224776,Bupropion,Depression,"""I have been put on this twice now and it didn&#039;t do anything to help me either time.""",1,29-Jul-17,2
64376,Sertraline,Depression,"""This med works so well for me.  However, I went through nearly a DOZEN other meds before hitting the jackpot.

My particular form of depression leaves me tearful all the time, and over the most trivial of things: a song or poem, a touching TV commercial, even a good restaurant meal!  It&#039;s hard to exist in the world when things--good and bad--leave me so emotionally moved.

And without Zoloft I will get obsessed with things like a tragic news story (would spend days reading every detail I could find), or even manically getting interested in finding all I could about some random subject (history of alchemy, the witness protection program, the practice of crop rotation, etc.). This goes beyond curiosity.

Long story short: Zoloft works for me!""",10,12-Sep-16,33
225589,Bupropion,Depression,"""I am only on my 3rd day with Wellbutrin SR (150mg once a day for now) but I really feel good about this medicine already! I&#039;m brand new to antidepressants but had been on Lexapro for 2 weeks prior to getting the Wellbutrin prescription and I really did not like the Lexapro. With it I had been having a headache everyday, tense muscles, felt emotionally numb, was tired all the time, couldn&#039;t focus, and absolutely could not reach orgasm even having sex everyday (which was extremely frustrating). Since switching 3 days ago, I have had more energy, more ability to focus, I feel happier about life as a whole, and I have been really productive with school work (I&#039;m a college student). I also have noticed that I&#039;m not feeling as hungry. Good feels.""",10,19-Oct-13,115
225199,Bupropion,Depression,"""Nothing short of life changing! I started taking for depression and anxiety, have never tried anything else. Found that I needed to take with meals to avoid jitters and make sure I took second dose before 4pm to avoid sleep issues. Very mild constipation, stools just seem harder.

The good part- I don&#039;t feel medicated at all. I don&#039;t cry all the time anymore. I started to notice that I was actually enjoying life and events. I completely stopped needing alcohol and/or food to fill an emotional void. It was amazing for me what this change in outlook did for my sex life - I want sex regularly and hang ups I used to have disappeared. Caution - one generic manufacturer did not work at all. Use only brand or Sandoz!""",10,9-Dec-15,89
225659,Bupropion,Depression,"""I went through a series of horrific events in my life simultaneously, and I found myself in deep, deep despair.  I would have severe crying spells, and suicidal ideation. A Doctor put me on Zoloft which made me lethargic, weak, and did not help at all. I did some research and bupropion (Wellbutrin) appealed to me.  I asked my doc if I could give it a shot and he agreed.  He put me on the bupropion SR 150mg once a day. After only two days I was MUCH better! My will and motivation increased dramatically.  My crying spells stopped cold.  It had NO side effects at all, NONE.  Bupropion is also one of the few antidepressants you can abruptly stop with no withdrawal. I LOVE bupropion! It, perhaps, saved my life.""",9,2-Feb-13,24
64562,Sertraline,Depression,"""It is definitely by far the best medicine for anxiety,and depression,it reduces them in a month by 90%.The downside is the stomach problem with the med.,it looks like never goes away...""",9,4-Mar-16,21
225606,Bupropion,Depression,"""The first time I took Wellbutrin I was in the hospital for major depression, suicidal ideation and a nervous breakdown. After trying the typical Zoloft, Paxil and others the Drs. were running out of options. A new Dr. on staff gave me Wellbrutin (I dont remember the dose) and I instantly was transported to a state I can only describe as ecstacy. Unfortunately this lasted only one day probably because of my &quot;virgin&quot; brain. But staying on this med. for two years helped me recover my life. I am so grateful. this was 15 years ago and although I still suffer from major depressive disorder I have been able to get a Master&#039;s degree and a new career.""",5,2-Sep-13,149
96132,Sertraline,Depression,"""I have been taking sertraline for 9 months now, after the loss of my younger brother and mother which led to severe depression. I have found it to be very good and I have my life back. The only down side is not being able to have an orgasm. Even taking Viagra has not helped this. But on the bright side I am now full of life again and am moving forward.""",8,17-Nov-11,2
225642,Bupropion,Depression,"""I started taking this medicine for depression and adult ADD like symptoms. I did not notice any side effects at all in the beginning, very easy to start taking.  However, after taking it for about two months, I noticed I was very easily aggravated and overreacted to little things like crazy!  Very emotional, crying, deep emotional pain.  I did not wean off, I just stopped taking it because I didn&#039;t feel like &quot;me&quot;. No adverse reaction in stopping for me although I don&#039;t recommend stopping cold turkey for others.  Only plus was reduced appetite and increased libido!""",4,31-Jul-13,45
95851,Sertraline,Depression,"""This pill is a miracle for me. I&#039;ve been taking it for about a month now, and within four days my nagging depression, anxiety and paranoia were almost completely eliminated, which I had not expected at all. My Obsessive  Compulsive Disorder has also calmed down significantly since taking it, and my overall demeanor has changed from angry and suspicious all the time, to happy and full of energy.""",10,22-Nov-13,179
95740,Sertraline,Depression,"""I started to develop depression around puberty, over the years it became more and more intense. Some days I would cry and have to leave school, around two years ago my Doctor put me on 50mg of Zoloft. The first few weeks were a wreck, I had terrible nausea, was tired all the time, could barely eat, and some days I would experience a zombie feeling. After the Zoloft started to kick in the side effects subsided. I went through bouts of not taking it and then I would feel bad and start taking it again, every time I went back on the pill the stomach pains increased to were I would eat once every other day. Since then I have been put on a new medication that I hope starts kicking in. All in all Zoloft was amazing, if you stick to it.""",8,20-Nov-14,40
226008,Bupropion,Depression,"""Wellbutrin is the best antidepressant that I have taken. I have tried other medications: Effexor, Celexa, Lexapro and although they took away my bad depression, they left me feeling just okay. I also had weight gain and sexual side effects. Effexor also caused me to sweat a lot- even when it was not hot. The first few weeks of Wellbutrin can be tough- nervousness, dizzy, but I stuck it out and I feel much better. More energy, happier, decreased appetite, smoking much less, getting back to the real me who loves life and people. Good luck to all fellow depression  sufferers. There is hope- it does pass.""",9,3-Jun-09,11
64012,Sertraline,Depression,"""I&#039;ve been using it for a while, it helps with some of the depression side.""",6,11-May-17,5
224975,Bupropion,Depression,"""Started taking it a few weeks ago doctor thinks I have depression but I think I have ptsd""",4,1-Dec-16,0
224717,Bupropion,Depression,"""I was feeling very depressed this winter. A combination of SAD  and life. I was irritable,  unmotivated, unsociable, negative and sad. I could hardly recognize myself. I was nervous to try an anti depressant as I&#039;d heard weight gain an loss of sex drive were often side affects.   That would&#039;ve depressed me more!  But my doctor said that Wellbutrin was often referred to as the skinny sexy pill.  Now that made it sound a whole lot better.  I know it seems hard to believe, but day three I felt like a weight had lifted...not sure if it can work that fast but I was able to jump out of bed and feel motivated.  My appetite has decreased, I&#039;m happy, my libido is still as good as ever and I have experienced 0 side effects Luv it!""",10,30-Mar-17,138
96544,Sertraline,Depression,"""I was previously taking Lexapro for my major depression, but once I started having panic attacks, my doctor switched me to Zoloft.  So far, the panic is gone, and my depression has similarly been suppressed.  The only problem seems to be the side effects.  I can&#039;t really eat that much anymore, and have succeeded in losing a fair amount of weight.  I also have the &quot;shakes&quot; where my hands tremble. Though, as other people have said, the effectiveness of the medicine outweighs the side effects.""",7,4-Apr-08,228
96609,Sertraline,Depression,"""I&#039;ve been taking this medication for almost two years. Since on it, I&#039;ve become a completely different person. I am so happy to be me. The only problems with it that I am starting to realize is that I grind my teeth at night and I&#039;ve gained 10 pounds since starting it. I exercise and eat right too. It&#039;s a constant struggle just to lose a few pounds. Then again some people lose weight on it and some people notice no change in their weight.""",6,24-Aug-08,99
96218,Sertraline,Depression,"""I hadn&#039;t found an anti-depressant that worked until my OB put me on Zoloft towards the end of my pregnancy. All others made me suicidal and I am already diagnosed as a manic depressive. Zoloft is amazing with the exception of the yawns and difficulty having an orgasm. But it&#039;s all worth it to have a medicine that actually works.""",9,14-Jun-11,22
96266,Sertraline,Depression,"""I wanted to share my experience with Zoloft because I came to this website looking for reviews when I first started. I had my doubts at first, my doctor started me out slow at 50mg. Now I am up to 150mg. It has taken a good 5 weeks for me to finally feel a change. I actually woke up in a good mood the past few days. Let me tell you I spent a lot of days staying in my sweats all day watching TV thinking I was never going to feel better. For me it just took a really long time to take effect.  The only side effect I have had is in the bedroom dept. Takes FOREVER if at all to have any fireworks go off for me, which was never a problem. Its really weird, but other than that no other side effects. I hope to feel even better each day.""",9,9-Apr-11,36
65004,Sertraline,Depression,"""I was on Celexa for a year and it wasn&#039;t working for me. Then my doctor prescribed me Zoloft and it&#039;s my fourth day taking it and I love it. I finally have a clear head on my shoulders. And for the first time in a long time, I don&#039;t feel depressed at all. I would highly recommend this to anyone who suffers from depression.""",10,15-Feb-15,198
64682,Sertraline,Depression,"""I&#039;ve never taken antidepressants before (I&#039;m 19). Back in November I started Zoloft at 25 mg for one week. I felt good, my energy was high. But after about 5 of those days, I got bad headaches. Then I started my 50 mg dose. I was even more depressed. I stayed in bed all day. I had panic episodes more frequently. I barely ate, I lost close to 10 pounds which really scared me. I couldn&#039;t take care of myself. I thought I was losing myself. Then I was told to go back to 25 mg. I felt better, less of a lump, but I was still having depressed feelings. I got off zoloft back in December. Consult your doctor before completely cutting off! I hope my Dr. will prescribe me something else...""",4,2-Jan-16,33
63952,Sertraline,Depression,"""Didn&#039;t do a dang thing ! I took it like I was told to, and I waited &amp; waited &amp; waited some more! After a few months of not feeling any difference, or any better at all I quit taking it.""",1,17-Jul-17,12
225453,Bupropion,Depression,"""My depression was primarily characterized by hopelessness and lack of motivation, and within weeks of starting Wellbutrin, I experienced dramatic changes in my mood and mindset.  I often forget that I even take Wellbutrin because it has given me no side effects and has only made me feel the way I was always supposed to feel.  This drug is definitely worth a try; even if it doesn&#039;t work so effectively for everyone, the potential for a negative experience is very low compared to that of other antidepressants.""",10,12-Feb-15,91
225490,Bupropion,Depression,"""I&#039;ve never felt compelled to write a review for a medication before, but Wellbutrin XL saved my life. I suffered from chronic depression for years before I started taking Wellbutrin and within weeks it was as if the rain stopped and there&#039;s nothing but clear blue skies and sunshine since. Seriously. I cannot say enough good things about this medicine. The great thing about Wellbutrin (I take 150 MG) is that it doesn&#039;t make you feel zombie-like at all. I feel like a brighter, happier version of myself.

I also take 150 MG of Lamictal, which has also significantly helped as well. I highly recommend these medications to anyone suffering from bipolar depression. They have done wonders.""",10,1-Jun-14,123
225984,Bupropion,Depression,"""Wellbutrin 150mg was a MAJOR IMPROVEMENT. Been on this low dose for 3 years. Quietens thoughts of inadequacy and darkness without muffling my personality or life&#039;s &quot;natural&quot; highs and lows.  (Initially tried Prozac for depression related to mid-life anxiety, but after first good week, it masked all my emotions - no highs, no lows.)""",10,12-Oct-09,52
224689,Bupropion,Depression,"""I have been on Wellbutrin SR prescribed off label for major depressive disorder for about 3 years now.  Initially I had the same kind of side effects that are common such as headache, some anxiety and difficulty sleeping. The side effects diminished and pretty much went away after about a month, and I take my second dose at midday so that it doesn&#039;t impact my sleep.  
Overall, this medication has made a huge difference to my quality of life, and has stopped me experiencing cripplingly low moods and huge rapid mood swings and it continues to work as well now as it did at the start of treatment.  It has also helped me to focus and concentrate on a task in a way that I found hard before.
My main concern has been the impact on short term memory.""",9,15-May-17,60
63808,Sertraline,Depression,"""After experiencing probably the darkest time of my life, and sitting through therapy sessions that I felt were getting me nowhere, I finally decided to undergo taking anti-depressant tablets. I was always a bit hesitant as to the fact that they are a temporary solution and would never fully cure my depression. However since taking this medication, it&rsquo;s almost as if all my dark thoughts, my anxiety and paranoia have all been completed numbed and killed off. For me it has managed to make my days go from being stood under a dark cloud to being under blue skies. This medication has helped me put my life on track and now I am training to become a nurse and feel in control of my mind and happiness. For anyone considering it&hellip;I would recommend.""",10,13-Oct-17,50
225314,Bupropion,Depression,"""I&#039;ve been battling moderate anxiety and depression for most of my adult life. I&#039;m 24 now, and since my official diagnosis at age 20 I have tried 4 other medications (Celexa, Zoloft, Paxil, Buspar) and found that each one increased my anxiety, or made me a despondent zombie. 3 months ago my PCP put me on Wellbutrin.
Let me tell you, this medication saved my life. I went from spending days lying in bed, smoking weed, having daily panic attacks, to waking up with a desire to take on the day. In the few months since I&#039;ve been on the medication I&#039;ve lost 30 pounds. It suppresses the urge to binge eat and provides energy for the gym. My friends said I finally seem like me again. Highly recommended if you hate SSRI&#039;s like me!""",9,27-Apr-15,116
96500,Sertraline,Depression,"""Overall it made me feel like my old self. I was interested in all my old hobbies again. One thing I did notice is when I started taking it I would always have intense yawning, all day.""",8,19-Jan-09,79
225778,Bupropion,Depression,"""I&#039;m 33 years old. I&#039;ve been on this medication for 6 years. My mood, temper and life in general are so much better. I went several years with depression that came on with postpartum. In a state of denial about my condition and not wanting to be labeled, I would not seek treatment. I wish I would have done so much sooner. I cannot say enough about Wellbutrin, it has changed my life. I deal with stress, death and everyday life of raising two teenagers now, which I firmly believe I could not have done without it. I have found you can be happy and would encourage people to get the mental help they need because medications like this one are life changing. I can also add side effects have not been an issue for me at all.""",10,20-Jul-12,142
225198,Bupropion,Depression,"""I started taking it about 3 weeks ago at the 150mg dose for depression. First week I felt very little change but that was actually a plus as many antidepressants I have tried have made me feel physically terrible and mentally kind of.. Sketchy? But with wellbutrin I only had minor headaches when smoking (not surprising considered its original use was as a cessation aid) and some very vivid dreams. 
At this point I am really starting to feel a change; random weeping down to once this past week rather than every damn day; starting to feel hopeful about the future again, showing more interest in my past hobbies, feeling grateful. 
Only downside is it has really increased my acne, so I had to step up my skincare game.""",8,10-Dec-15,47
225204,Bupropion,Depression,"""Day 1 so far not feeling anything different besides tired right now. I have major depression never been on medication for depression before.  I am gonna write a review the next couple days so people can understand what to expect from it.""",1,5-Dec-15,4
64714,Sertraline,Depression,"""I&#039;ve been on Zoloft for 3 months now. Initially, I suffered from side effects such as shivering, loss of appetite, drowsiness, and insomnia. These symptoms lasted for about three days. I was scared at first and planned on trying another medication for anxiety. However, I called my cousin who is a nurse and she told me to try cutting the pill in half. I took my cousins advice and cut the pill in half, taking only 25mg a day which works really well for me.I&#039;m 5&#039;4, 130lbs. I no longer suffer from anxiety, after taking Zoloft that I realized that I was suffering from depression. Zoloft alleviates my anxiety and has greatly helped with my depression, I now feel more happy and motivated to do things right away without procrastinating. Life changer!""",10,14-Oct-15,102
225681,Bupropion,Depression,"""After a couple of years of trying to cope on my own with PTSD, the symptoms became overwhelming, so I sought help. How glad I am that I did. Wellbutrin has been amazing for me. For some lucky people, it takes effect very quickly, and that was the case for me: within three days, my profound sadness and paralyzing pervasive sense of despair was gone, replaced by a cheerful, calm outlook. I was stunned by the radical change! Suddenly, I had energy, was able to again face daily challenges, and once again look forward each night to the next day. I haven&#039;t felt like this in years! The old me is back! Side effects - nightmares &amp; tremor in arms - were minimal &amp; only during 1st week.""",10,21-Nov-12,77
64145,Sertraline,Depression,"""After 5 years on Zoloft I am slowly coming off! They have been the best SSRIs ever, but the weight I have put on is not good, and my blood pressure is high due to the pills, so time to stop.""",10,4-Apr-17,10
225985,Bupropion,Depression,"""I&#039;ve taken Wellbutrin in the past and just recent starting taking it again. I like the way it makes me feel. I have more energy. I&#039;m more awake during the day. I&#039;m happy and I like going to work everyday.""",8,11-Oct-09,91
63942,Sertraline,Depression,"""This drug literally saved my life, from suicidal to loving and living life again. It was quite quick acting too, my anxiety after a week was way less and each week it just was less and less. After 6 weeks I&#039;m almost high on life, endless energy, I laugh, can love and hug my kids again, and feel like ME again, and realise how many years it&#039;s been since I felt like me.
BUT the side effects :( I&#039;m really gutted because this drug has worked a miracle, but the longer I&#039;m on it the worst the side effects become.  Stabbing aching pains in muscles in arms and legs, feet, massive bladder spasms and bladder leaking (Never had bladder issues before) and sleep is effected badly too, I wake up wide awake a lot and can&#039;t sleep past 4am""",5,26-May-17,13
225717,Bupropion,Depression,"""I&#039;ve been taking bupropion for 5 weeks now and I am SO thankful! Teaching high school was becoming almost impossible. Try dealing with a room full of teenagers all day long when you are depressed, have no energy, no motivation and can&#039;t think straight. And I&#039;d come home too tired and achy to exercise. I didn&#039;t even know how bad it was till I started feeling normal again. Now I can think straight, I have energy, faith in myself and no more muscle aches. And NO side effects. (well one little one- less appetite so I don&#039;t bother to cook dinner for myself regularly anymore). I just feel like me again! I am so grateful!""",10,11-May-12,105
225914,Bupropion,Depression,"""Been on this for 5 years now, not a magic bullet, but still works fairly well. I have NO side effects at all, and never have from this drug. I eat fine, sleep fine, no headaches. I used to cry all the time and had OCD as well, this helps with  the crying, the OCD is a little better too. I get worried that I might be becoming immune to it, but I will cross that bridge later. Give it a try, the side effects are not a factor for everyone.""",6,26-Jan-10,34
225803,Bupropion,Depression,"""I liked Wellbutrin for the 3 weeks I was on it.  I felt good, energetic, happy, and could finally organize my life, wasn&#039;t feeling overwhelmed by everything.  Unfortunately, broke out in terrible hives all over, and my psychiatrist says that is a reaction to the medicine.  """,8,26-Apr-11,20
96186,Sertraline,Depression,"""Fastest working antidepressant I have ever tried, decreased my voracious appetite.""",10,18-Sep-11,31
225541,Bupropion,Depression,"""25/male/physically healthy. On Bupropion for 1 month few days. First time diagnosed with depression. Prescribed 150mg twice a day (morning and before 5 p.m.). First day I was full of energy, was able to concentrate well, it was too good. Stayed awake the whole night till next morning and then  finally) fell asleep some time in the afternoon the second day. Following nights were a bit better, would fall asleep within 1-2 hours and then after 2 weeks within 15 mins. Used to only take 15 mins prior to pill. No longer have a HUGE urge to nap 1-3 hours every day. I&#039;ve been feeling much better lately. It has made a good difference so far. I&#039;ve never been on prescription pills prior to this, NEVER. I intend to discontinue use after the prescribed 3 months.""",9,19-Dec-13,9
225958,Bupropion,Depression,"""It didn&#039;t work for me, I had a very bad anxiety attack with thoughts of suicide and had to stop it.""",1,8-Dec-09,41
95855,Sertraline,Depression,"""9mths on 50mg of Zoloft now.  Only downside is obliteration of sex drive/response. But, I&#039;m living a normal life for the first time ever so I&#039;ll live with that, thanks!  Side effects in first 10 wks were quite severe but persevere, it&#039;s worth it.""",9,20-Nov-13,22
64174,Sertraline,Depression,"""Started about 10 days ago, the first week was tough, sertraline kept me up and ruined my sleep cycle a bit, had a shaking jaw, low appetite, struggled to hold a conversation.
It&#039;s gotten a lot better, though. I wake up between 6 and 7 am, I feel like my energy is slowly coming back to me, I don&#039;t feel hopeless and suicidal. I&#039;m on a 6-month course of it and I&#039;m hoping I come out of this feeling good.""",7,16-Mar-17,11
96055,Sertraline,Depression,"""Before Zoloft I was depressed, stressed about everything. The depression got worst once my mom was diagnosed with cancer. I began Zoloft a month ago. I am on 200mg along with Xanax. I haven&#039;t had much of an appetite but I am happier and am now able to sleep better. Things don&#039;t bother me and if I&#039;m upset I feel no urge to harm myself or cry all the time. I am able to be the wife and mother my family needs me to be. Thank you Zoloft.""",10,13-Dec-12,109
